Total Number of Aligned Reads:	145609	Total Number of Mapped Genomes:	8840
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|1969841|org|Proteus_phage_VB_PmiS-Isfahan|accession|NC_041925.1	0.79309629301408	0.7024497112129058	102283.0	0.7024497112129058	0.0	0.7930962930140794	0.7023876975011217	102273.97024544084	0.7023260924805472	0.00010301561029881394
ti|1161202|org|Porphyrobacter_colymbi|accession|NZ_MUYK01000052.1	0.03983046625774119	0.03466131901187427	5047.0	0.03466131901187427	0.0	0.03983046625774119	0.03466131901187427	5047.0	0.03466131901187427	0.0
ti|494023|org|Paeniglutamicibacter_antarcticus|accession|NZ_CZJT01000051.1	0.018208602290403594	0.047455857810986955	6910.0	0.047455857810986955	0.0	0.008978267994387843	0.024281433414797327	3535.595238095224	0.020094911715621975	0.020740476206827875
ti|402734|org|Flavobacterium_terrigena|accession|NZ_FNYA01000017.1	0.01309215250353699	0.010040588150457733	1462.0	0.010040588150457733	0.0	0.008016124542996874	0.00705062314949052	1026.634186174165	0.005906228323798666	0.0033857797251543517
ti|1197720|org|Microbacterium_barkeri_2011-R4|accession|NZ_AKVP01000090.1	0.009442944655845826	0.010500724543125768	1529.0	0.010500724543125768	0.0	0.007900698587799248	0.008953773461805228	1303.7499999999975	0.009188992438654203	0.0004326655632550186
ti|1177179|org|Alcanivorax_hongdengensis_A-11-3|accession|NZ_AMRJ01000061.1	0.009297484234504293	0.019257051418524955	2804.0	0.019257051418524955	0.0	0.00842910758520738	0.020000219112567833	2912.21190476189	0.01722421004196169	0.01907849102734034
ti|399739|org|Pseudomonas_mendocina_ymp|accession|NC_009439.1	0.008567595522125424	0.00456015768256083	664.0	0.00456015768256083	0.0	0.00308024457686436	0.002046951068354064	298.05449811196695	0.001462821666243158	0.0025685225501170944
ti|1234409|org|Catellicoccus_marimammalium_M35/04/3|accession|NZ_AMYT01000013.1	0.007677452594936576	0.006682279254716398	973.0	0.006682279254716398	0.0	0.004637479341170255	0.004106125918651243	597.8888888888889	0.005878757494385649	0.00021976663530413643
ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2	0.006936819291772971	0.0033789120178010974	492.0	0.0033789120178010974	0.0	0.0011965297476473915	0.0006263448975992351	91.20145419452702	0.00020603122059762789	0.002314417378046687
ti|595537|org|Variovorax_paradoxus_EPS|accession|NC_014931.1	0.005324625283791585	0.0034819276280999116	507.0	0.003289631822208792	0.00019229580589111937	0.0006119728034953747	0.0003024132217268886	44.03408680243052	4.120624411952558e-05	0.0021839309383348557
ti|398843|org|Rhodococcus_kyotonensis|accession|NZ_LVHI01000035.1	0.004551237404464445	0.003502530750159674	510.0	0.003502530750159674	0.0	0.0023363761758316633	0.0018794625790072514	273.66666666666686	0.0031179391383774355	0.00036398848972247594
ti|267747|org|Cutibacterium_acnes_KPA171202|accession|NC_006085.1	0.004545093895746957	0.0021770632309816014	317.0	0.0021770632309816014	0.0	0.0034790653453552244	0.0018185656368048947	264.7995238095239	0.0016757205941940402	0.00043953327060827286
ti|1234409|org|Catellicoccus_marimammalium_M35/04/3|accession|NZ_AMYT01000014.1	0.003967079698677519	0.004065682753126524	592.0	0.004065682753126524	0.0	0.0037105576828863436	0.003715429678110553	540.9999999999995	0.003873386947235404	0.00037772390442898445
ti|365659|org|Streptococcus_mitis_B6|accession|NC_013853.1	0.0034065129987976553	0.001984767425090482	289.0	0.0019778997177372277	6.867707353254263e-06	0.0016126062443769043	0.0010323650887289692	150.32164820473648	0.0008447280044502743	0.0009202727853360712
ti|29534|org|Flavobacterium_saccharophilum|accession|NZ_FRBY01000009.1	0.003374960985593569	0.0024311684030520093	354.0	0.0023899621589324837	4.120624411952558e-05	0.0009110823743243122	0.0007076422910729125	103.03908636083571	0.0003159145382496961	0.0019985028397969907
ti|398578|org|Delftia_acidovorans_SPH-1|accession|NC_010002.1	0.002791390697664414	0.002280078841280415	332.0	0.0022732111339271613	6.867707353254263e-06	0.0007571628845644125	0.0005369165354635383	78.17987981231035	0.00025410517207040775	0.0020259736692100076
ti|755732|org|Fluviicola_taffensis_DSM_16823|accession|NC_015321.1	0.002112503776421778	0.0028981725030732992	422.0	0.0028981725030732992	0.0	0.0018323047288727355	0.002537921262179983	369.5441770647651	0.0023693590368727207	0.0003090468308964418
ti|58627|org|Debaryomyces_fabryi|accession|NW_015385825.1	0.0020353108703338395	0.006531189692944805	951.0	0.006531189692944805	0.0	0.002648966054621822	0.007553905779633595	1099.916666666668	0.007822318675356606	0.0008584634191567829
ti|1763534|org|Flavobacterium_crassostreae|accession|NZ_CP017688.1	0.0019688438533062317	0.0016894560089005487	246.0	0.0016688528868407859	2.060312205976279e-05	0.0003681866767196224	0.00030404539634185573	44.27174611594127	3.433853676627132e-05	0.0020671799133295332
ti|964|org|Herbaspirillum_seropedicae|accession|NZ_CP011930.1	0.001912251770851618	0.0011812456647597332	172.0	0.001174377957406479	6.867707353254263e-06	0.0004509801877061674	0.0003453444742403278	50.285263549659895	0.0002266343426573907	0.0007279769794449519
ti|538381|org|Stappia_indica|accession|NZ_MBQE01000017.1	0.0019028256734429177	0.0017031914236070572	248.0	0.0017031914236070572	0.0	0.0024887471021791474	0.0022531803208135004	328.083333333333	0.002156460108921839	0.0004807395147277984
ti|1293045|org|Limnohabitans_planktonicus_II-D5|accession|NZ_LFYT02000067.1	0.00188085618870241	0.001648249764781023	240.0	0.001648249764781023	0.0	0.0012813178546696937	0.0014912630131074683	217.14131607556536	0.0009820821515153597	0.001174377957406479
ti|312153|org|Polynucleobacter_asymbioticus_QLW-P1DMWA-1|accession|NC_009379.1	0.0017682675906327099	0.0009065373706295628	132.0	0.0009065373706295628	0.0	0.0005959720589009288	0.0003055297113952057	44.4878757465445	0.00013735414706508528	0.000679903027972172
ti|398843|org|Rhodococcus_kyotonensis|accession|NZ_LVHI01000036.1	0.0016181694093473154	0.0021015184500958045	306.0	0.0021015184500958045	0.0	0.002210902241866786	0.0027745537707147224	404.0	0.0030355266501383843	0.0
ti|402612|org|Flavobacterium_psychrophilum_JIP02/86|accession|NC_009613.3	0.0013484090656326643	0.0013117321044715643	191.0	0.0013117321044715643	0.0	0.0004563598518064596	0.0009730106250021519	141.67910409593833	0.0007005061500319348	0.002218269475101127
ti|431947|org|Porphyromonas_gingivalis_ATCC_33277|accession|NC_010729.1	0.0012123162097468923	0.0006867707353254263	100.0	0.0006867707353254263	0.0	0.0010928495993556193	0.0006125584451786816	89.19402264402265	0.0005974905397331209	8.241248823905115e-05
ti|1051616|org|Verticillium_nonalfalfae|accession|NW_021167660.1	0.0011490610908595495	0.005349944028185071	779.0	0.0053362086134785625	1.3735414706508527e-05	0.0033287789723177937	0.009632155783149392	1402.5285714286	0.006929516719433551	0.014216154221236324
ti|546270|org|Gemella_haemolysans_ATCC_10379|accession|NZ_ACDZ02000008.1	0.0010792301450361908	0.0005425488809070868	79.0	0.0005425488809070868	0.0	0.00019878311594552354	0.00010565095673159042	15.383730158730149	6.867707353254263e-06	0.0004876072220810527
ti|1510458|org|Pseudoruegeria_sabulilitoris|accession|NZ_LOAS01000141.1	0.0009658672461386157	0.001984767425090482	289.0	0.001984767425090482	0.0	0.0008827280155564582	0.0016549237675679022	240.97179487179469	0.0015108956177159378	0.0004532686853147814
ti|28066|org|Rhodoferax_fermentans|accession|NZ_MTJN01000002.1	0.0009263175478341109	0.0012911289824118015	188.0	0.0012087164941727503	8.241248823905115e-05	0.00041482927392471155	0.0004396720766020325	64.02021140194535	5.494165882603411e-05	0.002060312205976279
ti|743720|org|Pseudomonas_fulva_12-X|accession|NC_015556.1	0.0009160578543718124	0.0005150780514940697	75.0	0.0005082103441408155	6.867707353254263e-06	0.0005808142976322529	0.00035414668751095437	51.56694502178255	0.00013735414706508528	0.0014490862515366496
ti|1101373|org|Tepidimonas_fonticaldi|accession|NZ_LZDH01000016.1	0.0009017781690683184	0.00040519473384200154	59.0	0.00040519473384200154	0.0	0.0006364317407122614	0.0003275945569821913	47.70071584761989	0.00025410517207040775	0.0002266343426573907
ti|1546149|org|Diaphorobacter_polyhydroxybutyrativorans|accession|NZ_CP016278.1	0.0008838138444314414	0.0006936384426786806	101.0	0.0006592999059124092	3.433853676627132e-05	0.00021891698054480314	0.00015091781484705203	21.9749921020644	0.0	0.0014765570809496665
ti|1177982|org|Acidovorax_wautersii|accession|NZ_FONX01000041.1	0.0008545393159422436	0.0005631520029668496	82.0	0.0005562842956135953	6.867707353254263e-06	0.0004647913363391031	0.0002958694216287072	43.08125061393442	0.00010301561029881394	0.0011606425426999704
ti|1349763|org|Curvibacter_delicatus_NBRC_14919|accession|NZ_BCWP01000019.1	0.0008324352873579378	0.0006661676132656636	97.0	0.0006592999059124092	6.867707353254263e-06	0.0008736381646748707	0.0008056489179683913	117.30973329645948	0.0003090468308964418	0.002108386157449059
ti|1051616|org|Verticillium_nonalfalfae|accession|NW_021167692.1	0.0008283398009887211	0.0030423943574916386	443.0	0.0030423943574916386	0.0	0.001650688235728	0.004981949375839872	725.4166666666679	0.005343076320831816	0.0010370238103413938
ti|529884|org|Rhodoluna_lacicola|accession|NZ_CP007490.1	0.0008189219759400792	0.000624961369146138	91.0	0.000624961369146138	0.0	0.0006648697642953891	0.0005134315626798921	74.76025641025642	0.0004326655632550186	0.00014422185441833953
ti|166122|org|Human_endogenous_retrovirus_K113|accession|NC_022518.1	0.0008034331515745872	0.0015108956177159378	220.0	0.0015108956177159378	0.0	0.0008034331515745872	0.0015108956177159378	220.0	0.0015108956177159378	0.0
ti|762948|org|Rothia_dentocariosa_ATCC_17931|accession|NC_014643.1	0.000735754781165079	0.0006112259544396294	89.0	0.0006112259544396294	0.0	0.0005219219388220413	0.000465537142708992	67.78639781271362	0.0004326655632550186	0.00010988331765206821
ti|1304|org|Streptococcus_salivarius|accession|NZ_CP009913.1	0.0007267255113074208	0.0003365176603094589	49.0	0.0003365176603094589	0.0	0.00020445258518826342	0.00011462235488970261	16.690046473134707	6.867707353254264e-05	0.00034338536766271313
ti|1170230|org|Penicillium_digitatum_Pd1|accession|NW_014574576.1	0.0007158288710415415	0.0003090468308964418	45.0	0.0003090468308964418	0.0	0.00025693628207024686	0.00012257286581393085	17.847712418300656	6.180936617928837e-05	0.00023350205001064495
ti|40215|org|Acinetobacter_junii|accession|NZ_CP019041.1	0.0007000026514161462	0.00041206244119525577	60.0	0.00041206244119525577	0.0	0.00012915078838645437	0.00011652929997595858	16.967714840199353	6.867707353254264e-05	0.0003021791235431876
ti|176280|org|Staphylococcus_epidermidis_ATCC_12228|accession|NC_004461.1	0.0006217379285184347	0.00040519473384200154	59.0	0.00040519473384200154	0.0	0.00031220936288596496	0.0002150848250374257	31.31828628887452	0.0001510895617715938	0.00023350205001064495
ti|1570016|org|Thioflexothrix_psekupsii|accession|NZ_MSLT01000005.1	0.00061969738792226	0.00260972879423662	380.0	0.0025959933795301113	1.3735414706508527e-05	0.002002484702120805	0.005464144190459223	795.628571428577	0.0035231338722194368	0.008090159262133523
ti|1242245|org|Acinetobacter_johnsonii_XBB1|accession|NZ_CP010350.1	0.0005883238608882518	0.00038459161178223874	56.0	0.00038459161178223874	0.0	0.00012806430513234127	0.00014815165088681638	21.572213733978447	6.867707353254264e-05	0.00036398848972247594
