Total Number of Aligned Reads:	470369	Total Number of Mapped Genomes:	11228
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|1969841|org|Proteus_phage_VB_PmiS-Isfahan|accession|NC_041925.1	0.229365815711769	0.175132714953579	82377.0	0.175132714953579	0.0	0.22936581571162562	0.175233436564725	82424.37632351313	0.17517098278160337	0.00010629952228994683
ti|469599|org|Fusobacterium_periodonticum_2_1_31|accession|NZ_KN173677.1	0.1353814581209816	0.07979054742127989	37531.0	0.07979054742127989	0.0	0.07397067089706305	0.044394844352321605	20881.95854315716	0.029697960537365346	0.04684407348273377
ti|469599|org|Fusobacterium_periodonticum_2_1_31|accession|NZ_KN173681.1	0.08058669193024143	0.03600577419005079	16936.0	0.03600577419005079	0.0	0.025449161372614087	0.012869204271758061	6053.274744102568	0.0037077273374733453	0.02975323628895612
ti|365659|org|Streptococcus_mitis_B6|accession|NC_013853.1	0.06648472328715418	0.04016208551158771	18891.0	0.039853816896946864	0.0003082686146408458	0.022784742408569977	0.01573132861738947	7399.529310432867	0.010923338910514935	0.021338566104483925
ti|523794|org|Leptotrichia_buccalis_C-1013-b|accession|NC_013192.1	0.04248859204515311	0.10461148587598247	49206.0	0.10460935988553667	2.1259904457989367e-06	0.027686096939007535	0.06862683205431744	32279.934366557238	0.06611405088345533	0.01905100038480427
ti|322095|org|Porphyromonas_somerae|accession|NZ_KQ960421.1	0.04166664067735791	0.02795039639091862	13147.0	0.02795039639091862	0.0	0.03377437517816393	0.022874060946942512	10759.249173552402	0.022448333117190973	0.0035036322546766474
ti|747|org|Pasteurella_multocida|accession|NZ_CP008918.1	0.039665353649598	0.042970518890488106	20212.0	0.04266225027584726	0.0003082686146408458	0.005990220773500087	0.006234925893427973	2932.7158575658223	0.001369137847094515	0.02322644562035338
ti|199|org|Campylobacter_concisus|accession|NZ_CP012541.1	0.032753460910210586	0.01965265568096537	9244.0	0.01965265568096537	0.0	0.017643650923140755	0.011512044222070082	5414.9087286908825	0.009484043378709056	0.008431678108038583
ti|71421|org|Haemophilus_influenzae_Rd_KW20|accession|NC_000907.1	0.026092392791281806	0.040731850951061827	19159.0	0.04046397615489116	0.000267874796170666	0.008532951536718963	0.021159669661812194	9952.85265915694	0.016603985381689695	0.021561795101292816
ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271141.1	0.024069362110230818	0.03460687247671509	16278.0	0.03460687247671509	0.0	0.015014579672964668	0.021825088964623107	10265.845271200806	0.03308891529841465	8.503961783195747e-05
ti|1161202|org|Porphyrobacter_colymbi|accession|NZ_MUYK01000052.1	0.024020637588341817	0.0177945400313371	8370.0	0.0177945400313371	0.0	0.024020637588341817	0.0177937223427041	8369.615384615385	0.0177924140408913	6.37797133739681e-06
ti|521097|org|Capnocytophaga_ochracea_DSM_7271|accession|NC_013162.1	0.020280255952315748	0.041994689275866394	19753.0	0.041994689275866394	0.0	0.012203541239639813	0.029321596455037666	13791.970002959612	0.02568834255658855	0.011269875353180163
ti|1122174|org|Leptotrichia_wadei_DSM_19758|accession|NZ_KB891092.1	0.01720290585480161	0.037538613301471825	17657.0	0.037534361320580224	4.2519808915978735e-06	0.020288759180020217	0.04431594566884235	20844.847048307707	0.042115870731276935	0.007498368302332849
ti|760570|org|Streptococcus_parasanguinis_ATCC_15912|accession|NC_015678.1	0.015207251953486154	0.009148136888272825	4303.0	0.009046089346874476	0.00010204754139834896	0.012052203899836345	0.007739422578669407	3640.38445890615	0.004607021296046295	0.01329381825758075
ti|1125700|org|Treponema_medium_ATCC_700293|accession|NZ_KE332517.1	0.014954810939560716	0.010829795330899783	5094.0	0.010829795330899783	0.0	0.0058006654636537525	0.00519084674637311	2441.6133932447733	0.0034058366941698962	0.005353243942521723
ti|1316932|org|Mannheimia_haemolytica_M42548|accession|NC_021082.1	0.014263850693420232	0.01741186175109329	8190.0	0.017322570152369734	8.929159872355534e-05	0.00740787108324792	0.011199265930827868	5267.787516617574	0.004755840627252221	0.025218498668066986
ti|171101|org|Streptococcus_pneumoniae_R6|accession|NC_003098.1	0.013901814562898534	0.006586318401085105	3098.0	0.006586318401085105	0.0	0.018957858940174082	0.011787004590809884	5544.241562374655	0.0066437201431216765	0.022626916314638083
ti|1035839|org|Haemophilus_sputorum_CCUG_13788|accession|NZ_AFNK01000005.1	0.011716315868137773	0.014990358633328302	7051.0	0.014958468776641318	3.1889856686984046e-05	0.008599929623705921	0.013418612831260656	6311.699498827244	0.011023260461467486	0.006871201120822163
ti|641147|org|Simonsiella_muelleri_ATCC_29453|accession|NZ_JH815305.1	0.008337839490224985	0.008125535483843536	3822.0	0.008123409493397737	2.1259904457989367e-06	0.0015082036000245117	0.0017679704205879568	831.5984787615366	3.1889856686984046e-05	0.0071114380411974425
ti|494023|org|Paeniglutamicibacter_antarcticus|accession|NZ_CZJT01000051.1	0.007115638850108684	0.014943586843520726	7029.0	0.014939334862629128	4.2519808915978735e-06	0.0033323804410083395	0.00746879931854917	3513.0916666666544	0.0064098611940837935	0.0058762375921882605
ti|693978|org|Riemerella_anatipestifer_ATCC_11845_=_DSM_15868|accession|NC_017045.1	0.007055040346465904	0.00865703309529327	4072.0	0.00865703309529327	0.0	0.0006510848061801325	0.0014927581111002862	702.1471399601305	0.001041735318441479	0.003909696429824245
ti|1197720|org|Microbacterium_barkeri_2011-R4|accession|NZ_AKVP01000090.1	0.006065546092300221	0.0063800973278426085	3001.0	0.0063800973278426085	0.0	0.004974353984926941	0.005358913250377206	2520.666666666676	0.005521197187739839	0.0002593708343874703
ti|1234409|org|Catellicoccus_marimammalium_M35/04/3|accession|NZ_AMYT01000013.1	0.005514438182244215	0.004268988815164265	2008.0	0.004268988815164265	0.0	0.0034984323328716167	0.002853555747508056	1342.2241633996168	0.0037268612514855357	7.866164649456066e-05
ti|1244083|org|Campylobacter_showae_CSUNSWCD|accession|NZ_AMZQ01000020.1	0.004909742200724065	0.002449140993560375	1152.0	0.002449140993560375	0.0	0.008848377226863874	0.005259041462274815	2473.6900735687423	0.0037056013470275467	0.005908127448875245
ti|322095|org|Porphyromonas_somerae|accession|NZ_KQ960422.1	0.0042494589895777325	0.002515046697380142	1183.0	0.002515046697380142	0.0	0.003711935144185746	0.0019501251150792602	917.2784002547165	0.0019282733343396355	0.000535749592341332
ti|398843|org|Rhodococcus_kyotonensis|accession|NZ_LVHI01000035.1	0.004162352368968513	0.0027297717324058345	1284.0	0.0027297717324058345	0.0	0.002184982050301697	0.0015390399168879482	723.9166666666673	0.0025022907547053485	0.0002147250350256926
ti|1234409|org|Catellicoccus_marimammalium_M35/04/3|accession|NZ_AMYT01000014.1	0.0033848772785540003	0.003152843831119823	1483.0	0.003152843831119823	0.0	0.0031475766893250957	0.002916681725765643	1371.9166666666597	0.0030422923279382784	0.00021897701591729046
ti|703|org|Plesiomonas_shigelloides|accession|NZ_LT575468.1	0.0032156744916062496	0.0016285086814819855	766.0	0.0016285086814819855	0.0	0.0009158778311138783	0.0003745586468215337	176.180776146798	2.1259904457989367e-06	0.002787173474442406
ti|796942|org|Stomatobaculum_longum|accession|NZ_JH590865.1	0.0031353499149238883	0.0026213462196700886	1233.0	0.0026213462196700886	0.0	0.0007613687052268473	0.0006313550790662185	296.96985718529817	9.779556050675109e-05	0.002204652092293497
ti|457405|org|Fusobacterium_nucleatum_subsp._animalis_7_1|accession|NZ_CP007062.1	0.0029957074266686915	0.004011743971222594	1887.0	0.004009617980776794	2.1259904457989367e-06	0.019121182070137323	0.012992271725080254	6111.161859054274	0.006726633770507836	0.025144089002464023
ti|887901|org|Porphyromonas_catoniae_ATCC_51270|accession|NZ_JDFF01000019.1	0.00285080014482914	0.0031358359075534313	1475.0	0.0031337099171076326	2.1259904457989367e-06	0.003078755517771304	0.0031282662697291737	1471.4394770262418	0.003044418318384077	0.0008014983980661991
ti|1177179|org|Alcanivorax_hongdengensis_A-11-3|accession|NZ_AMRJ01000061.1	0.0028441233530004033	0.005132140936158633	2414.0	0.005132140936158633	0.0	0.002880703060809654	0.005989712332232755	2817.3749999999886	0.005412771675004093	0.005164030792845617
ti|546270|org|Gemella_haemolysans_ATCC_10379|accession|NZ_ACDZ02000011.1	0.0028420051577757715	0.0018623676305198685	876.0	0.0018623676305198685	0.0	0.0005893396084443999	0.0003638294721505898	171.13410498600078	4.2519808915978735e-06	0.0017603200891215195
ti|267747|org|Cutibacterium_acnes_KPA171202|accession|NC_006085.1	0.0025567473985361696	0.0011480348407314257	540.0	0.0011480348407314257	0.0	0.0018487938748155569	0.000902654074791269	424.5804945054944	0.0008461441974279768	0.0002211030063630894
ti|399739|org|Pseudomonas_mendocina_ymp|accession|NC_009439.1	0.002504812582420333	0.001237326439454981	582.0	0.001237326439454981	0.0	0.0008405937363284176	0.000541255600400605	254.5898555048322	0.00038693026113540644	0.0007270887324632363
ti|887325|org|Lachnoanaerobaculum_saburreum_DSM_3986|accession|NZ_GL622297.1	0.0022881071691496237	0.0028658351209369663	1348.0	0.0028637091304911677	2.1259904457989367e-06	0.0010845526029300263	0.00187868764220366	883.6764275756933	0.0018602416400740696	0.0003763003089064118
ti|467705|org|Streptococcus_gordonii_str._Challis_substr._CH1|accession|NC_009785.1	0.0022810321685291153	0.0011033890413696481	519.0	0.0011033890413696481	0.0	0.003479573924932324	0.0013756568449098915	647.0663344834207	0.00011480348407314258	0.008807978416944993
ti|61652|org|Serratia_rubidaea|accession|NZ_CP014474.1	0.0022218322370779735	0.002336463499933031	1099.0	0.0023045736432460474	3.1889856686984046e-05	0.0005888587365295069	0.00074177002868913	348.90562662447735	0.0	0.00391820039160744
